#SimulationArgs(mode=genetic-algorithm, inputFile=null, outputFilePath=./output.json, numberOfGenerations=30, populationSize=10, mutationRate=0.1, mutationProb=0.1, crossoverRate=0.5, elitismRate=0.1, reverseElitismN=5, tournamentSize=2, maxIterations=100, crossoverBlxAlpha=0.001, numberOfSimulationsPerFitness=10, typeOfReproduction=sexuado)
Best Fitness,Average Fitness,Worst Fitness,Standard Deviation,Best Parameters
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.37476|0.50355|0.01470|0.63953|0.73141|0.75880|0.15766)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.71981|0.23829|0.51669|0.30693|0.33528|0.96918|0.07051)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.87547|0.02582|0.43902|0.15790|0.63376|0.37091|0.41600)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.72518|0.71529|0.95990|0.58122|0.45968|0.98784|0.21237)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.87547|0.02582|0.43902|0.15790|0.63376|0.37091|0.41600)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74717|0.99487|0.90947|0.82290|0.83797|0.84099|0.42012)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.37476|0.50355|0.01470|0.63953|0.73141|0.75880|0.15766)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.90380|0.36491|0.93278|0.57988|0.90080|0.74405|0.73939)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.90380|0.36491|0.93278|0.57988|0.90080|0.74405|0.73939)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.90380|0.36491|0.93278|0.57988|0.90080|0.74405|0.73939)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.90380|0.36491|0.93278|0.57988|0.90080|0.42380|0.73939)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.78287|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.82243|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.83925|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.82243|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.82243|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.88273|0.04465|0.71143|0.91708|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.82243|0.04465|0.71143|0.76482|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.15378|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.15378|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.97172|0.04465|0.71143|0.67610|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.87221|0.04465|0.71143|0.91456|0.81624|0.81605)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.15378|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.88013|0.04465|0.71143|0.99617|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.90270|0.04465|0.71143|0.15378|0.81624|0.34249)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.74531|0.92555|0.04465|0.71143|0.78501|0.81624|0.34249)
