#SimulationArgs(mode=genetic-algorithm, inputFile=null, outputFilePath=./output.json, numberOfGenerations=30, populationSize=10, mutationRate=0.1, mutationProb=0.1, crossoverRate=0.5, elitismRate=0.1, reverseElitismN=3, tournamentSize=2, maxIterations=100, crossoverBlxAlpha=0.001, numberOfSimulationsPerFitness=10, typeOfReproduction=sexuado)
Best Fitness,Average Fitness,Worst Fitness,Standard Deviation,Best Parameters
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.19628|0.76839|0.84526|0.93331|0.28519|0.80572|0.54169)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.50671|0.74456|0.83465|0.92546|0.25287|0.32410|0.94064)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.98843|0.06812|0.74895|0.38622|0.97160|0.95209|0.89204)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.19628|0.76839|0.84526|0.93331|0.28519|0.80572|0.54169)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.50671|0.05779|0.83465|0.92546|0.25287|0.32410|0.94064)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.75005|0.78494|0.83764|0.95765|0.66473|0.37544|0.96484)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.19628|0.76839|0.84526|0.93331|0.28519|0.80572|0.54169)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.25594|0.92021|0.86344|0.97105|0.46331|0.82536|0.58488)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.45024|0.94950|0.87561|0.98986|0.43435|0.99340|0.68022)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.45024|0.94950|0.87561|0.98986|0.43435|0.99340|0.68022)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.45024|0.94950|0.87561|0.98986|0.43435|0.99340|0.68022)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.45024|0.94950|0.87561|0.98986|0.43435|0.99340|0.68022)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.52774|0.95829|0.83609|0.99435|0.44206|0.44220|0.98332)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.45024|0.94950|0.87561|0.98986|0.43435|0.99340|0.68022)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.25499|0.86977|0.85763|0.95543|0.43528|0.81866|0.58865)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.23670|0.91994|0.85784|0.95483|0.43839|0.85838|0.67434)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.94871|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.44413|0.95441|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95698|0.43366|0.81819|0.57296)
4.9E-324,NaN,1.7976931348623157E308,NaN,(0.22639|0.86616|0.85759|0.95118|0.25436|0.81819|0.57296)
